,Author,Text
1313,Nightwing32193,Gideon overtakes the second with relative ease and executes a picture perfect form tackle that leaves the orc gasping for air. Gideon gets up on one knee and snaps the orc' s neck with his hands.
1314,Dragodar,"Gideon's long strides quickly carry him past Chadwick and he is soon able to catch up with the fleeing orcs. Throwing himself into one of them, he tackles the runner to the ground. Orc AoO vs Gideon Attack: (1d20+2)11Opposed STR check for Bull Rush:Gideon: (1d20+4)15Orc: (1d20+1)10Gideon slams into the orc, his momentum carrying them both forward.Gideon unarmed touch attack to trip (Orc touch <i>AC 12)Gideon: (1d20+8)18Wrapping up the orc's legs, Gideon drives his shoulder and slams his fleeing enemy into the ground with a powerful impact.Quickly gaining his composure, Gideon grabs the struggling orc by the jaw and twists hard.Coup de Grace (automatic critical hit against helpless opponent)(3d4+3)10Orc FORT save to survive Coup de Grace (DC = 10 + dmg dealt) = <i>DC 20(1d20+3)18The orc squeals as Gideon's powerful arms prove too strong and it's neck snaps easily.The second orc continues to run, still screaming at the top of his lungs."
1315,RealZachKraus,Chadwick continues running.
1316,Nightwing32193,"After feeling the neck of the first orc snap, Gideon leaps to his feet and sprints after the next one in an attempt to bring him down as well before he makes it to people that can hear."
1317,Dragodar,"<i>FORT saves to avoid tiringChadwick: (1d20+10)24Orc: (1d20+2)17The second orc begins to slow as he runs out of breath, but Chadwick pursues relentlessly, his arms pumping in perfect time as his regular breath keeps the beat. Within seconds, Chadwick is upon his quarry, only inches away. Gideon is bringing up the rear and gaining fast."
1318,RealZachKraus,"As Chadwick approaches the orc, he pulls off his armored glove and throws it his quarry."
1319,Graehamkracker,"Back by the fallen orcs, Bendron gives them a quick inspection to see if he can learn anything or find anything of value. Addressing the elves: ""We need to leave a false trail and move on to hit something else."""
1320,Dragodar,"Chadwick hurls his heavy steel gauntlet at the orc in front of him.Attack: (1d20+6)15<i>improvised weaponDamage: (1d4)3The gauntlet strikes the orc in the back of the head and he grunts in pain but continues to run. It slows the orc down enough that Chadwick is literally alongside him at this point, still running. The orc does a double take, looking at Chad with a mixture of fear and confusion. Gideon is close behind them. Less than a hundred feet ahead of them, they can see one of the fifteen foot stone walls that separate the district. It looms every closer, and as they remember from their entrance into this district, just around the turn in the road ahead is a gate which is sure to be guarded.X: the orc's presumed destination, the gate to the garrison wardY: your current location (and the orc's)Z: Uamm, Demryon, Bendron, and the dead orcs=============Meanwhile, Bendron rifles through the pockets of the three dead orcs as the one living orc continues to gurgle and weep while he chokes on his own blood. Altogether, between the three corpses, Bendron finds: 20 gold coins, 1 shortsword, 2 daggers, 1 longsword, 2 twenty-foot coils of hemp rope, 1 crudely drawn map of Farindahl, 6 feet of thin twine, 1 small linen pouch containing a handful of dead and dried frogs, 2 rusty pairs of manacles, 1 small key ring with two keys on it, 1 set of gaming dice carved out of wood, 5 scraps of paper with Orcish writing on them, 3 wooden smoking pipes, 3 pouches of dried tobacco, 2 flint-and-steels, and 2 unlit torches.Uamm and Demryon nod at the dwarf's words.""Best get to work then,"" Uamm says. ""Anything we want to ask this one before we send him to meet the gods?"" he asks, gesturing at the gurgling orc."
1321,Graehamkracker,"Bendron grabs the coin, pipes, tobacco, manacles, and keys, then hands the map and paper to the elves. ""Anything useful in these?"". Now that he's noticed the surviving orc, Bendron slides the blade of his halberd across it's neck to finish him."
1322,Dragodar,"Uamm studies the notes, and a slight frown crosses his features. Bendron can't be sure what emotion it betrays, but it's something between sadness and disgust.""Merely trifles,"" Uamm mutters, handing the notes back to Bendron. ""Nothing of import.""The orc ceases his gurgling as Bendron mercifully ends his life. Rain continues to pour down violently as Gideon and Chadwick race down the street in the distance."
1323,Nightwing32193,"Gideon lunges at the fleeing orc, attempting to bring him down."
1324,Dragodar,"<sup>1Gideon once again crashes into his quarry, but the orc skillfully slams his elbow into Gideon's temple as they come into contact.<sup>2They both go to the ground and the orc thrashes wildly as he struggles to free himself.<sup>3The orc slashes across Gideon's ribs with a dagger, drawing blood. As he does, he screams out in Orcish ""AZH URAH NAGZ IBIZHUR! AZH IBIZHUR!""<sup>4The orc manages to wriggle free from Gideon's grasp and stands up to continue running. Chadwick, however, is standing right next to the struggling pair.Chadwick gets an AoO if you want it.As the orc stands, the sound of a bell rings out. From somewhere within the garrison district, an alarm is sounding. Attack: (1d20+2)16Damage: (1d4+2)3Opposed STR check for Bull Rush:Gideon: (1d20+4)18Orc: (1d20+1)16(Orc touch <i>AC 12)Gideon: (1d20+8)15Attack: (1d20+2)19Damage: (1d4+2)5Orc: (1d20+2)14Gideon: (1d20+4)11You are now at 41/49 HP."
1325,RealZachKraus,"Chadwick brings his axe straight down into the back of the orc attempting to right himself screaming, ""OH FOR FÜCKS SAKE"""
1326,Nightwing32193,Gideon looks around after hearing the alarm.
1327,Dragodar,"Chadwick's blow instantly silences the orc and drops him to the ground. The orc lies inert, face down in a growing pool of his own blood. As far as any of you are able to see, the street is still empty, but the alarm bell is still ringing and you likely have less than a minute until backup arrives.Remember, the gate is barely a hundred feet away, just around a bend in the road. They have not seen you yet but there will likely be guards coming around the bend VERY soon."
1328,Nightwing32193,"""As much as I'd like to relive old times with you, let's get the fûck outta here."" Says Gideon as he turns around and sprints back to the original shanty."
1329,RealZachKraus,"Chadwick spits, ""Time to roll, boys."""
1330,BeefyChickens,"Demryon collects any arrows he can find loosed from his bow. Tugging at the arrow implanted in one of the unfortunate orcs eye sockets with slight strain he grunts ""Just in case the brutes remember my shot.""Demryon goes to one knee and jams his knife in that same cavity and gives a slight twist, concealing any indication of the precision strike made earlier. Then striding over the next corpse, and with that much more effort removes the arrow from the others chest."
1331,Graehamkracker,"""Finally. Any idea where we're going?"""
1332,Nightwing32193,"Gideon slides across the wet pavement and lands perfectly in the doorway, his large, soaking wet frame fills the entrance as blood seeps through his shirt, ""We gotta get outta here boys. Dem, where should we shove off to?"" then without another word sprints up the stairs. He comes down presently with his great sword slung across his shoulder."
